Transaction ID,Date,Customer ID,Revenue ($),Cost ($),Region,Data Source,Revenue Category,Customer Type
5211,2024-11-11,2089,426.01,236.55,Seattle,RDS,Other,Resident
5212,2023-11-19,1479,221.29,145.92,Bay Area,Google Sheets,Placement Fee,Other
5213,2024-05-27,1862,78.65,59.54,Seattle,Excel,Management Fee,Other
5214,2023-01-13,1458,79.63,49.48,Los Angeles,RDS,Other,Other
5215,2024-07-13,4413,69.24,44.12,Seattle,Google Sheets,Management Fee,Resident
5216,2024-01-06,4778,234.12,154.68,Bay Area,Excel,Management Fee,Homeowner
5217,2023-10-18,1625,373.28,160.6,Bay Area,Google Sheets,In-Home Service,Other
5218,2023-11-28,1158,141.68,83.78,Los Angeles,Google Sheets,Other,Homeowner
5219,2024-08-28,3208,340.91,245.83,New York,Google Sheets,Other,Homeowner
5220,2023-09-18,2277,,160.95,Bay Area,Google Sheets,Management Fee,Other
5221,2023-07-24,3007,164.84,123.4,Dallas,Excel,Management Fee,Other
5222,2024-11-27,2920,320.25,195.41,New York,Google Sheets,In-Home Service,Homeowner
5223,2024-11-17,1939,358.19,183.25,Bay Area,Google Sheets,In-Home Service,Other
5224,2024-01-22,4598,259.98,159.0,Dallas,RDS,Placement Fee,Homeowner
5225,2024-04-12,2572,201.52,100.95,Bay Area,Excel,Other,Homeowner
5226,2024-02-19,3202,328.62,236.28,Bay Area,Excel,Management Fee,Resident
5227,2023-03-10,3533,490.03,265.18,Los Angeles,Google Sheets,Placement Fee,Homeowner
5228,2024-04-16,1431,242.08,181.71,New York,Google Sheets,In-Home Service,Resident
5229,2023-04-14,2050,,125.56,Dallas,BigQuery,Management Fee,Resident
5230,2023-06-10,2003,258.92,163.17,Los Angeles,Google Sheets,Other,Other
5231,2023-07-19,4083,84.3,67.34,Dallas,Excel,Management Fee,Other
5232,2023-08-04,3114  ,298.92,111.64,Dallas,RDS,Management Fee,Homeowner
5233,2023-07-31,3589,197.91,132.28,Miami,Excel,Placement Fee,Other
5234,2024-05-22,3143,104.64,38.66,Dallas,RDS,Management Fee,Other
5235,2023-01-16,1214,259.82,186.92,Los Angeles,Google Sheets,Placement Fee,Other
5236,2024-05-12,3241,51.52,30.82,Los Angeles,BigQuery,Placement Fee,Other
5237,2023-11-28,2670,230.8,177.5,Seattle,RDS,In-Home Service,Homeowner
5238,2024-12-17,2313,97.58,71.52,New York,Excel,Management Fee,Resident
5239,2024-07-04,4615  ,60.93,20.56,New York,Google Sheets,Placement Fee,Resident
5240,2024-08-23,1884,421.01,155.21,New York,RDS,Management Fee,Resident
5241,2023-09-13,3086,462.31,277.66,Bay Area,BigQuery,Other,Other
5242,2024-12-28,2887,143.45,80.21,Miami,BigQuery,Management Fee,Other
5243,2023-06-21,1938,292.68,112.47,Bay Area,BigQuery,In-Home Service,Homeowner
5244,2024-10-10,1938,175.08,63.85,Los Angeles,Google Sheets,Placement Fee,Resident
5245,2024-05-12,1205,272.11,158.37,Miami,RDS,Placement Fee,Homeowner
5246,2024-04-15,4970,246.48,79.97,Dallas,RDS,Other,Resident
5247,2024-01-19,1941  ,171.07,126.06,New York,Google Sheets,In-Home Service,Homeowner
5248,2024-11-20,4999,365.18,256.92,Los Angeles,RDS,Placement Fee,Homeowner
5249,2024-08-11,1554,106.92,74.06,Los Angeles,Google Sheets,Other,Homeowner
5250,2024-11-30,3531,73.88,22.75,Los Angeles,BigQuery,Placement Fee,Resident
5251,2024-05-21,4408,395.45,128.05,Los Angeles,RDS,Placement Fee,Other
5252,2024-06-10,2519,349.67,201.03,Miami,BigQuery,In-Home Service,Resident
5253,2023-11-21,1770,274.34,218.71,Bay Area,Google Sheets,Other,Other
5254,2023-08-02,1248,260.51,122.74,Bay Area,BigQuery,Placement Fee,Homeowner
5255,2023-07-27,2097,273.84,129.3,New York,Excel,Management Fee,Resident
5256,2023-06-18,1372,246.66,90.56,Dallas,Google Sheets,Other,Other
5257,2023-11-26,2854,226.8,144.51,Los Angeles,Excel,In-Home Service,Resident
5258,2023-10-07,3926,274.86,171.33,New York,Google Sheets,In-Home Service,Resident
5259,2023-11-01,4879,287.83,100.93,Los Angeles,BigQuery,In-Home Service,Resident
5260,2023-05-26,4857,361.36,192.86,New York,BigQuery,Placement Fee,Homeowner
5261,2024-05-30,1834,370.04,234.43,Bay Area,BigQuery,In-Home Service,Other
5262,2023-03-31,3918,219.93,120.25,New York,Excel,Other,Homeowner
5263,2024-03-28,1701,236.09,,Dallas,BigQuery,Placement Fee,Other
5264,2023-03-01,3185,218.16,154.49,New York,Excel,Management Fee,Homeowner
5265,2023-11-07,3995,291.44,187.37,Seattle,Excel,In-Home Service,Resident
5266,2024-06-11,3504,254.01,154.45,Miami,RDS,In-Home Service,Homeowner
5267,2023-08-15,3861,450.32,327.29,New York,RDS,In-Home Service,Resident
5268,2024-04-18,3870,363.36,272.63,New York,RDS,Management Fee,Other
5269,2024-06-24,1941,454.4,224.67,Bay Area,Google Sheets,Placement Fee,Other
5270,2024-10-24,4914,369.11,142.71,Miami,Excel,In-Home Service,Resident
5271,2023-03-20,3491,486.95,345.21,Bay Area,BigQuery,Management Fee,Resident
5272,2024-03-08,3400,336.08,136.74,Dallas,RDS,Placement Fee,Homeowner
5273,2023-06-02,1995,483.6,369.7,Los Angeles,Google Sheets,Other,Homeowner
5274,2024-02-05,1793,121.18,37.74,Seattle,Excel,In-Home Service,Homeowner
5275,2023-10-06,3458,73.61,55.99,Miami,Google Sheets,Placement Fee,Other
5276,2023-02-26,1677,310.61,184.69,Seattle,BigQuery,In-Home Service,Resident
5277,2023-07-05,2813,492.57,338.58,Los Angeles,RDS,Management Fee,Other
5278,2024-02-02,2561,237.92,118.78,Bay Area,Excel,Placement Fee,Resident
5279,2024-08-27,1452  ,145.42,,Dallas,Google Sheets,Management Fee,Resident
5280,2023-06-07,3466,284.69,117.8,Los Angeles,RDS,In-Home Service,Other
5281,2024-11-23,3497,341.96,147.79,Seattle,RDS,Other,Homeowner
5282,2023-12-25,4042,191.83,62.48,Seattle,Excel,Management Fee,Homeowner
5283,2024-03-15,4656,371.65,286.26,Seattle,RDS,Placement Fee,Other
5284,2024-08-11,2138,488.8,258.09,Bay Area,Google Sheets,Placement Fee,Resident
5285,2024-04-10,1050,453.63,289.16,New York,Excel,In-Home Service,Other
5286,2024-10-24,2392,181.21,116.65,Seattle,Excel,Placement Fee,Homeowner
5287,2024-03-21,4985,197.03,145.26,Bay Area,RDS,In-Home Service,Resident
5288,2024-05-02,4754,217.19,137.36,Seattle,BigQuery,Management Fee,Other
5289,2024-06-13,4851,227.55,132.21,Miami,BigQuery,Other,Homeowner
5290,2023-03-14,2538,95.14,62.33,New York,BigQuery,Management Fee,Resident
5291,2024-12-01,1209,392.88,265.38,Miami,Google Sheets,Management Fee,Other
5292,2023-01-17,1887,214.4,84.25,New York,Excel,In-Home Service,Other
5293,2024-06-14,4045,445.92,158.23,Los Angeles,RDS,Other,Homeowner
5294,2023-11-22,2926,467.12,157.62,Los Angeles,BigQuery,Management Fee,Other
5295,2024-09-23,4040,60.99,29.7,New York,RDS,In-Home Service,Other
5296,2024-09-04,4973,494.83,271.66,Dallas,BigQuery,Management Fee,Other
5297,2024-06-29,1849,369.51,224.6,Seattle,BigQuery,Management Fee,Other
5298,2024-08-18,4884,284.18,221.38,Seattle,RDS,Placement Fee,Homeowner
5299,2024-12-08,4966,225.29,104.85,Bay Area,Google Sheets,Management Fee,Resident
5300,2023-07-21,2877,283.33,192.79,New York,RDS,Other,Resident
5301,2023-12-10,1626,196.08,110.92,Los Angeles,RDS,Management Fee,Other
5302,2024-06-06,3726,330.21,135.4,New York,Google Sheets,In-Home Service,Homeowner
5303,2024-02-04,2458,,55.81,Miami,Google Sheets,Placement Fee,Other
5304,2023-08-06,3824,329.51,258.2,Bay Area,RDS,In-Home Service,Other
5305,2024-03-20,2250,173.91,62.98,Miami,Google Sheets,Other,Other
5306,2023-08-10,1662,57.94,32.08,Bay Area,BigQuery,Management Fee,Other
5307,2024-01-18,1267,298.72,97.32,Los Angeles,Google Sheets,Management Fee,Resident
5308,2024-08-14,3163,310.3,142.93,Seattle,RDS,Placement Fee,Other
5309,2023-01-07,2623,241.96,147.67,New York,Google Sheets,Management Fee,Other
5310,2023-09-29,2853,82.53,59.47,Seattle,Excel,In-Home Service,Other
5311,2023-01-16,1753,452.0,300.65,Los Angeles,Google Sheets,In-Home Service,Resident
5312,2024-02-28,4431,325.14,172.79,New York,BigQuery,Placement Fee,Homeowner
5313,2024-06-07,2352,102.07,77.02,Miami,Excel,Management Fee,Homeowner
5314,2023-01-21,2868,279.92,126.34,Dallas,BigQuery,Placement Fee,Homeowner
5315,2024-11-20,2063,273.76,185.33,Dallas,BigQuery,Other,Homeowner
5316,2023-08-16,1181,,41.45,Los Angeles,Excel,Management Fee,Homeowner
5317,2023-10-15,2513,323.09,242.1,Bay Area,BigQuery,Management Fee,Other
5318,2023-05-14,4280,413.75,289.09,Seattle,Excel,Management Fee,Other
5319,2023-10-10,1902,387.05,290.57,Miami,BigQuery,Other,Homeowner
5320,2024-02-08,4344,141.34,57.54,Dallas,RDS,Other,Resident
5321,2024-10-26,2142,438.03,277.74,Seattle,BigQuery,Other,Other
5322,2023-03-07,4453,204.14,136.62,Los Angeles,Excel,In-Home Service,Homeowner
5323,2024-10-10,3993,475.93,319.45,Seattle,RDS,Placement Fee,Resident
5324,2024-08-26,4607,82.29,45.42,New York,RDS,In-Home Service,Homeowner
5325,2024-03-12,3305,268.79,82.15,Dallas,Google Sheets,Other,Resident
5326,2023-09-16,2506,318.71,137.27,Miami,Google Sheets,In-Home Service,Homeowner
5327,2023-04-13,3556,161.44,74.53,Bay Area,Google Sheets,In-Home Service,Other
5328,2024-07-20,3139,397.12,288.32,Bay Area,RDS,Placement Fee,Homeowner
5329,2023-04-11,3002,,239.26,New York,Google Sheets,Other,Homeowner
5330,2023-07-17,2184,58.15,20.49,New York,RDS,In-Home Service,Homeowner
5331,2023-08-14,1148,323.77,250.9,Seattle,Google Sheets,In-Home Service,Homeowner
5332,2024-04-07,3164,271.17,106.09,Bay Area,BigQuery,Management Fee,Homeowner
5333,2023-08-25,3505,138.21,70.1,Dallas,Google Sheets,Management Fee,Resident
5334,2023-01-26,3612,498.09,203.01,Miami,Excel,Other,Other
5335,2023-05-01,3861,453.72,331.29,Bay Area,Google Sheets,In-Home Service,Other
5336,2024-05-20,3092,181.63,122.55,Bay Area,RDS,Other,Other
5337,2023-07-01,2800,293.48,139.92,Los Angeles,Excel,Placement Fee,Resident
5338,2024-12-11,3021,192.43,123.34,Bay Area,Excel,Other,Homeowner
5339,2024-09-25,3821,398.97,156.47,Bay Area,RDS,Other,Other
5340,2024-06-26,2842,468.65,230.18,Dallas,Excel,In-Home Service,Resident
5341,2023-11-11,3036,211.47,103.31,Bay Area,Excel,Placement Fee,Homeowner
5342,2024-09-09,3281,412.51,172.83,Los Angeles,Excel,Other,Other
5343,2023-09-30,2398,274.28,202.46,Los Angeles,Google Sheets,Management Fee,Resident
5344,2023-08-20,2570,228.46,146.08,New York,Excel,Placement Fee,Resident
5345,2024-02-24,2873,472.29,207.79,Los Angeles,BigQuery,In-Home Service,Other
5346,2024-03-17,2972,279.68,117.76,Bay Area,BigQuery,Management Fee,Homeowner
5347,2024-05-10,4986,260.33,80.44,New York,Google Sheets,Placement Fee,Resident
5348,2023-01-24,3244,352.6,166.88,Seattle,Google Sheets,In-Home Service,Resident
5349,2023-04-19,3072,167.56,94.4,Seattle,BigQuery,In-Home Service,Homeowner
5350,2024-12-03,3442,196.16,86.09,Dallas,Excel,Placement Fee,Resident
5351,2024-05-16,1713,469.42,305.23,Seattle,BigQuery,Placement Fee,Homeowner
5352,2023-01-25,2808,355.34,179.76,Dallas,RDS,Placement Fee,Other
5353,2023-07-06,4107,421.99,193.34,Dallas,Excel,In-Home Service,Homeowner
5354,2023-10-15,4545,172.0,132.36,New York,BigQuery,Management Fee,Resident
5355,2024-09-19,1222,294.71,127.14,Los Angeles,BigQuery,Management Fee,Homeowner
5356,2023-12-04,1863,487.13,243.14,Miami,Excel,In-Home Service,Homeowner
5357,2023-02-06,4860,193.42,95.0,Dallas,Excel,Placement Fee,Homeowner
5358,2023-05-17,1529,122.21,51.4,Bay Area,Excel,In-Home Service,Homeowner
5359,2024-05-22,2211,279.9,114.41,Los Angeles,Google Sheets,In-Home Service,Resident
5360,2023-08-15,2425,224.52,101.3,Bay Area,RDS,In-Home Service,Other
5361,2023-11-16,3304,121.81,,Bay Area,Google Sheets,In-Home Service,Other
5362,2023-07-01,1653,449.85,307.49,Seattle,BigQuery,Management Fee,Homeowner
5363,2023-03-27,2159,495.83,317.58,Bay Area,RDS,Placement Fee,Other
5364,2024-04-11,2842,305.86,,New York,Google Sheets,In-Home Service,Resident
5365,2023-02-22,3638,,220.78,Dallas,BigQuery,In-Home Service,Resident
5366,2023-08-23,1443,436.57,189.28,Bay Area,Excel,Placement Fee,Other
5367,2024-03-08,3465,365.44,123.21,Bay Area,BigQuery,Placement Fee,Other
5368,2024-05-10,4363,69.87,32.53,Seattle,Excel,In-Home Service,Resident
5369,2023-04-10,1573,120.94,66.25,Bay Area,Google Sheets,In-Home Service,Homeowner
5370,2024-08-21,3176,81.95,26.93,Dallas,BigQuery,Placement Fee,Homeowner
5371,2024-02-07,2010,54.45,18.74,Dallas,RDS,Placement Fee,Resident
5372,2024-01-31,1340,187.7,80.99,Bay Area,BigQuery,Management Fee,Other
5373,2024-06-10,3857,226.56,109.55,Dallas,Excel,In-Home Service,Other
5374,2024-02-19,2280,158.46,78.7,New York,Google Sheets,Other,Other
5375,2024-09-04,4039,79.07,28.38,New York,RDS,Placement Fee,Other
5376,2024-11-07,4795,288.44,119.1,Dallas,RDS,Placement Fee,Other
5377,2024-04-07,4637,172.99,74.53,Seattle,Google Sheets,Management Fee,Other
5378,2024-06-24,4758,408.22,136.27,Los Angeles,Google Sheets,Management Fee,Other
5379,2024-09-17,1099,53.62,24.83,New York,BigQuery,Other,Other
5380,2024-09-10,3086,429.14,144.24,Los Angeles,BigQuery,Placement Fee,Homeowner
5381,2023-12-30,4997,479.64,312.6,Miami,RDS,In-Home Service,Homeowner
5382,2023-05-10,3310,372.26,183.53,Los Angeles,BigQuery,In-Home Service,Other
5383,2023-03-25,1149,380.14,176.15,New York,Excel,In-Home Service,Other
5384,2023-09-28,2656,470.1,170.77,New York,Excel,Management Fee,Homeowner
5385,2023-09-01,3737,144.08,59.54,Bay Area,BigQuery,Other,Resident
5386,2024-01-23,3860,497.55,207.16,Dallas,RDS,Other,Homeowner
5387,2023-08-02,2353,398.07,315.51,Los Angeles,BigQuery,Other,Other
5388,2023-06-15,2143,376.96,270.53,Seattle,Google Sheets,Placement Fee,Homeowner
5389,2023-02-28,2607,212.49,65.37,Miami,Google Sheets,Placement Fee,Other
5390,2024-08-24,3266,295.6,179.85,Bay Area,RDS,Other,Homeowner
5391,2024-05-18,3953,344.26,147.33,Los Angeles,RDS,Other,Homeowner
5392,2024-12-06,4981,329.15,115.92,Dallas,Google Sheets,Other,Homeowner
5393,2023-05-03,2837,367.24,239.73,Seattle,Google Sheets,Management Fee,Other
5394,2024-10-09,4194,87.07,31.85,New York,Excel,Other,Resident
5395,2024-02-17,1243,210.04,109.61,Los Angeles,BigQuery,In-Home Service,Other
5396,2023-05-19,3933,245.3,,Dallas,RDS,Placement Fee,Resident
5397,2023-08-17,1586,167.28,96.56,Los Angeles,Google Sheets,In-Home Service,Resident
5398,2023-10-01,3565,127.68,100.72,Bay Area,RDS,Placement Fee,Resident
5399,2024-03-14,4092,112.52,77.96,Miami,Google Sheets,Management Fee,Resident
5400,2024-07-15,3237,214.87,147.64,Dallas,RDS,Management Fee,Resident
5401,2023-04-28,4296,,129.98,Miami,RDS,In-Home Service,Resident
5402,2024-12-14,3962,78.34,23.83,Miami,Excel,Management Fee,Other
5403,2024-04-27,3662,475.91,317.53,New York,Excel,Placement Fee,Other
5404,2024-01-30,1855,394.36,315.44,Seattle,Excel,Management Fee,Homeowner
5405,2024-12-03,3513,378.88,190.55,Dallas,Excel,In-Home Service,Resident
5406,2024-04-04,3146,,101.31,Seattle,Excel,Management Fee,Other
5407,2024-11-23,3035,321.71,,New York,Google Sheets,Other,Other
5408,2023-03-19,1829,288.38,129.27,Miami,BigQuery,Placement Fee,Other
5409,2024-02-16,2386,492.11,189.64,Bay Area,Google Sheets,Management Fee,Other
5410,2023-03-16,4044,386.45,207.75,Bay Area,BigQuery,Placement Fee,Homeowner
5411,2023-10-22,4154,309.09,215.9,Los Angeles,Excel,In-Home Service,Other
5412,2023-01-21,2716,432.87,203.59,Los Angeles,RDS,Other,Homeowner
5413,2023-06-20,2687  ,119.79,,Dallas,RDS,Placement Fee,Resident
5414,2023-01-15,1055,56.85,32.54,Bay Area,BigQuery,Other,Homeowner
5415,2023-07-30,2725,,192.1,Miami,BigQuery,Other,Other
5416,2024-07-13,2953,94.24,65.36,Bay Area,Google Sheets,Other,Resident
5417,2023-03-27,2045,101.95,35.76,Dallas,BigQuery,Management Fee,Homeowner
5418,2023-05-29,3627,385.11,264.52,Los Angeles,Google Sheets,Management Fee,Homeowner
5419,2024-11-30,1184,171.74,72.38,New York,Excel,In-Home Service,Homeowner
5420,2024-01-07,1521,332.88,146.6,Los Angeles,RDS,Management Fee,Other
5421,2024-04-24,2601,462.83,277.57,New York,RDS,In-Home Service,Resident
5422,2023-05-31,3311,192.41,144.49,Seattle,Google Sheets,In-Home Service,Homeowner
5423,2023-05-21,2248,,87.03,New York,BigQuery,Other,Other
5424,2023-03-10,2658,97.95,61.17,Los Angeles,Google Sheets,Placement Fee,Resident
5425,2023-09-17,2061,108.71,74.82,Miami,BigQuery,Management Fee,Homeowner
5426,2024-06-04,2002,78.0,33.51,Dallas,BigQuery,Placement Fee,Resident
5427,2024-09-24,3170,89.44,63.83,Los Angeles,BigQuery,In-Home Service,Other
5428,2024-01-06,4901,,124.39,Los Angeles,Google Sheets,In-Home Service,Resident
5429,2024-02-23,4227,194.39,75.39,New York,Excel,In-Home Service,Resident
5430,2023-04-11,4977,367.95,,Miami,RDS,Other,Resident
5431,2024-10-22,3348,441.61,186.83,Los Angeles,Google Sheets,Placement Fee,Homeowner
5432,2024-10-19,3880,403.15,167.05,Miami,Excel,Other,Homeowner
5433,2023-08-31,3017,288.79,127.44,Los Angeles,RDS,Placement Fee,Homeowner
5434,2024-05-26,4138,96.1,37.52,Miami,Google Sheets,Other,Homeowner
5435,2024-07-08,2928,369.4,234.14,Los Angeles,Google Sheets,In-Home Service,Homeowner
5436,2023-04-05,3692,213.27,125.83,Dallas,Excel,Management Fee,Homeowner
5437,2023-08-14,3921,88.54,55.27,Seattle,Google Sheets,Other,Homeowner
5438,2024-06-01,1393,429.11,202.48,Seattle,RDS,Other,Other
5439,2023-08-02,4723,202.2,138.48,Bay Area,Excel,Management Fee,Other
5440,2024-12-18,2617,148.21,54.07,Seattle,Google Sheets,Management Fee,Resident
5441,2023-03-08,4641,442.15,258.91,Miami,RDS,Other,Resident
5442,2024-01-31,1660,455.96,199.59,Miami,Google Sheets,In-Home Service,Other
5443,2024-09-03,2428,,114.19,New York,Excel,In-Home Service,Other
5444,2023-01-12,4520,209.66,96.82,Seattle,Google Sheets,Management Fee,Resident
5445,2023-08-25,2154,310.83,,New York,RDS,Other,Other
5446,2024-02-03,1068,380.05,283.38,Miami,BigQuery,Placement Fee,Other
5447,2024-02-11,4416,78.42,52.64,Dallas,Google Sheets,Management Fee,Other
5448,2024-04-24,3809,317.0,122.93,Miami,Google Sheets,Placement Fee,Resident
5449,2024-10-08,1319,478.77,209.43,New York,RDS,Management Fee,Resident
5450,2023-08-10,3224,167.94,127.58,Dallas,RDS,Other,Homeowner
5451,2023-06-05,1583,458.97,238.03,Dallas,Excel,In-Home Service,Resident
5452,2024-10-15,4600,477.58,368.02,Dallas,BigQuery,Management Fee,Homeowner
5453,2024-03-03,2864,171.12,84.91,Los Angeles,Excel,Placement Fee,Other
5454,2023-06-07,2183,389.39,302.12,Bay Area,RDS,Other,Homeowner
5455,2024-02-20,1581  ,157.45,120.11,New York,RDS,Other,Other
5456,2023-11-22,4696,381.93,240.72,Miami,RDS,Other,Homeowner
5457,2024-01-06,2767  ,,124.46,Los Angeles,RDS,Placement Fee,Other
5458,2023-12-10,2556,161.24,80.65,New York,Excel,Management Fee,Resident
5459,2023-09-19,4206,372.14,281.2,Bay Area,BigQuery,In-Home Service,Homeowner
5460,2023-10-10,2798,415.45,,Los Angeles,RDS,In-Home Service,Homeowner
5461,2023-08-17,1110,211.36,83.21,Miami,Excel,Placement Fee,Other
5462,2023-10-07,1998,125.47,62.68,New York,Excel,In-Home Service,Other
5463,2023-10-17,1757,91.38,65.59,Dallas,Excel,Management Fee,Resident
5464,2024-11-10,1282,308.92,181.94,Los Angeles,Excel,Placement Fee,Homeowner
5465,2023-02-16,4591,490.14,354.69,Bay Area,Excel,Placement Fee,Resident
5466,2024-12-15,4867,420.33,299.81,Bay Area,RDS,Management Fee,Resident
5467,2023-08-02,2742,246.13,185.52,Bay Area,RDS,Other,Resident
5468,2023-01-24,3241,,104.53,New York,BigQuery,Management Fee,Other
5469,2023-11-17,4014,175.79,65.5,Los Angeles,BigQuery,Management Fee,Resident
5470,2023-10-01,2070,123.38,42.12,Bay Area,BigQuery,In-Home Service,Resident
5471,2024-07-09,4025,266.94,204.91,Seattle,BigQuery,In-Home Service,Other
5472,2023-11-09,3389,258.58,139.01,New York,Google Sheets,In-Home Service,Other
5473,2023-12-29,4313,284.87,94.62,Bay Area,Excel,Other,Resident
5474,2024-10-29,3569,478.76,220.6,Bay Area,Excel,Management Fee,Homeowner
5475,2024-01-15,2393,321.75,153.06,Los Angeles,Excel,In-Home Service,Homeowner
5476,2024-12-11,1800,322.6,227.36,Miami,Google Sheets,Other,Other
5477,2024-11-04,3950,107.61,71.86,Los Angeles,Excel,In-Home Service,Resident
5478,2024-04-14,1130,498.42,321.33,Los Angeles,Excel,Management Fee,Homeowner
5479,2024-11-05,2293,,123.68,Seattle,Excel,Management Fee,Homeowner
5480,2023-04-26,2963,444.74,335.93,Miami,Excel,Management Fee,Resident
5481,2024-08-27,3861,236.44,96.41,Los Angeles,Excel,Placement Fee,Homeowner
5482,2023-02-11,1060,275.96,169.59,Seattle,BigQuery,Management Fee,Homeowner
5483,2024-01-14,3211,284.94,,Los Angeles,Google Sheets,Management Fee,Other
5484,2024-12-22,2548,137.34,46.8,Seattle,RDS,In-Home Service,Homeowner
5485,2023-07-25,1271,360.27,109.81,New York,BigQuery,Placement Fee,Homeowner
5486,2024-04-10,4791,456.34,266.03,Dallas,Google Sheets,In-Home Service,Other
5487,2023-10-07,2781,123.67,76.02,Bay Area,Excel,Other,Homeowner
5488,2024-10-09,3180,88.84,28.89,Bay Area,Google Sheets,Other,Other
5489,2024-09-09,2267,382.2,170.17,Los Angeles,Excel,Placement Fee,Resident
5490,2023-04-28,4877,172.94,125.51,Seattle,Excel,Management Fee,Homeowner
5491,2023-08-25,4045,330.74,115.98,Dallas,Google Sheets,Placement Fee,Homeowner
5492,2023-11-05,2457,363.09,148.24,Bay Area,RDS,Management Fee,Other
5493,2024-03-31,1037,,99.81,Los Angeles,Excel,Other,Homeowner
5494,2024-04-19,2894,416.82,300.58,New York,Excel,Other,Homeowner
5495,2023-04-10,4639,297.5,127.16,Los Angeles,BigQuery,Placement Fee,Other
5496,2023-09-18,2342,441.05,352.21,Seattle,Google Sheets,In-Home Service,Homeowner
5497,2023-11-01,4581,393.48,187.94,Miami,Google Sheets,Other,Other
5498,2023-12-20,4447,,217.44,New York,Google Sheets,Placement Fee,Homeowner
5499,2023-10-13,4631,59.07,21.33,Los Angeles,BigQuery,Placement Fee,Resident
5500,2023-11-24,3664,159.58,102.15,Dallas,Google Sheets,Other,Other
5501,2023-04-13,1473,90.5,38.17,Dallas,Google Sheets,Management Fee,Resident
5502,2023-03-04,1058,248.94,152.96,Miami,Excel,In-Home Service,Resident
5503,2024-11-17,3636,450.48,185.41,Dallas,RDS,In-Home Service,Other
5504,2023-10-09,2963,260.39,128.62,Seattle,RDS,Management Fee,Resident
5505,2024-03-16,3546,432.37,314.91,Los Angeles,BigQuery,Other,Homeowner
5506,2023-10-20,4289,197.23,132.04,Seattle,Google Sheets,Other,Other
5507,2023-01-07,2918,202.81,76.52,Miami,BigQuery,Management Fee,Homeowner
5508,2024-09-30,3614,453.0,273.55,Miami,RDS,Other,Resident
5509,2023-04-02,3614,241.62,148.43,Seattle,BigQuery,In-Home Service,Other
5510,2023-07-09,4200,405.39,139.97,New York,Excel,Placement Fee,Resident
5511,2024-04-20,1903,156.49,83.39,Bay Area,Excel,In-Home Service,Homeowner
5512,2024-05-25,1382,476.96,205.25,Miami,Excel,In-Home Service,Other
5513,2024-04-06,2411,308.56,164.64,Los Angeles,Google Sheets,In-Home Service,Resident
5514,2023-02-22,1084,391.7,269.7,New York,Excel,Other,Other
5515,2024-04-30,2533,90.28,34.23,Miami,BigQuery,Management Fee,Resident
5516,2024-10-05,4797,271.7,98.26,Seattle,Excel,Other,Homeowner
5517,2024-05-04,3674,455.47,197.97,Seattle,Google Sheets,Management Fee,Other
5518,2023-12-30,4508,444.67,345.13,Dallas,Excel,Placement Fee,Resident
5519,2023-04-22,3873,71.07,47.89,New York,Excel,Placement Fee,Resident
5520,2024-02-13,3340,186.66,57.81,Bay Area,Google Sheets,In-Home Service,Homeowner
5521,2023-01-07,4120,,124.87,Seattle,Google Sheets,Management Fee,Other
5522,2024-10-29,2090,127.52,54.67,Dallas,Excel,In-Home Service,Resident
5523,2023-07-16,3834,378.5,234.32,Dallas,RDS,Other,Homeowner
5524,2024-01-02,1128,133.03,70.46,Los Angeles,Excel,Management Fee,Other
5525,2023-09-07,3076,205.99,161.14,Dallas,BigQuery,In-Home Service,Resident
5526,2024-08-17,4414,348.48,142.7,Bay Area,Google Sheets,Other,Resident
5527,2023-08-28,2568,266.94,158.54,Los Angeles,Excel,Placement Fee,Other
5528,2024-01-15,4190,382.36,248.57,Seattle,RDS,In-Home Service,Other
5529,2024-04-15,1691,482.54,343.95,New York,Excel,Management Fee,Resident
5530,2024-12-01,2960,,51.58,Seattle,BigQuery,Management Fee,Homeowner
5531,2024-03-30,4734,369.31,237.64,Dallas,Google Sheets,Other,Homeowner
5532,2024-01-01,1132,153.65,69.39,Miami,BigQuery,In-Home Service,Homeowner
5533,2023-10-17,4398,236.51,122.45,Bay Area,RDS,Placement Fee,Other
5534,2024-02-07,2208,64.79,48.45,Bay Area,BigQuery,In-Home Service,Resident
5535,2023-02-27,4577,111.16,,Dallas,BigQuery,In-Home Service,Homeowner
5536,2024-06-04,1645,,127.86,Bay Area,Google Sheets,Management Fee,Other
5537,2023-10-31,3736,203.89,99.33,Los Angeles,BigQuery,Other,Resident
5538,2023-04-25,3581,454.81,322.93,Dallas,RDS,Management Fee,Resident
5539,2023-07-29,4312,383.82,120.11,Miami,RDS,Placement Fee,Other
5540,2023-02-10,2612,487.48,171.29,Seattle,Google Sheets,In-Home Service,Other
5541,2023-06-22,4787,319.58,201.55,Bay Area,RDS,Placement Fee,Homeowner
5542,2023-08-22,1515,158.77,70.75,New York,RDS,Other,Resident
5543,2024-08-12,3045,197.44,153.15,Seattle,RDS,Other,Resident
5544,2024-09-11,2863,193.93,100.46,Miami,RDS,In-Home Service,Resident
5545,2024-02-07,4007,196.92,101.35,Miami,RDS,Other,Resident
5546,2023-02-08,3212,352.83,225.47,Los Angeles,RDS,Placement Fee,Homeowner
5547,2023-04-29,3974,288.86,197.52,Miami,RDS,In-Home Service,Resident
5548,2023-12-01,1932,223.44,120.16,Miami,Excel,Other,Other
